	Cmb_Num	Cmb_ID	CC_A	CC_B	Cmb_Rare	Res	Res_Rare	BA_0O	BA_1O	BA_2O	BD_0O	BD_1O	BD_2O
	351,025	25,029	Death	Dog	3	Anubis	4	15	15	18	10	10	13
	351,026	25,03	Death	Dragon	1	Skeletal Dragon	3	10	13	15	6	9	11
	351,027	25,031	Death	Earth	1	Tombstone	3	8	11	13	10	13	15
	351,028	25,033	Death	Energy	3	Ghost	1	6	13	15	3	10	12
	351,029	25,034	Death	Extraterrestrial	3	Space Zombie	3	15	18	20	5	8	10
	351,03	25,036	Death	Fairy Tale	3	Bluebeard	3	14	17	19	4	7	9
	351,031	25,037	Death	Fire	1	Demon	1	4	11	13	1	8	10
	351,032	25,038	Death	Fish	3	Blowfish	3	12	15	17	7	10	12
	351,033	25,039	Death	Food	3	Vulture	1	5	12	14	2	9	11
	351,034	25,04	Death	Future Fight	3	Satisfactory Outcome	4	3	3	6	18	18	21
	351,035	25,041	Death	Galaxy Wars	3	Space Ghosts	4	0	0	3	21	21	24
	351,036	25,042	Death	Giant	3	Gashadokuro	4	17	17	20	7	7	10
	351,037	25,044	Death	Halloween	3	Ghost	1	6	13	15	3	10	12
	351,038	25,045	Death	Hammer	1	Void Hammer	3	19	22	24	1	4	6
	351,039	25,046	Death	Healing	3	Dr. Frankenstein	4	14	14	17	11	11	14
	351,04	25,047	Death	Holidays	3	Pumpkin Prince	4	14	14	17	10	10	13
	351,041	25,049	Death	Hopefulness	3	Train Doggo	4	17	17	20	7	7	10
	351,042	25,05	Death	Horn	3	Hades	4	15	15	18	8	8	11
	351,043	25,051	Death	Horse	1	Death's Horse	3	8	11	13	6	9	11
	351,044	25,052	Death	Human	2	Ghost	1	6	13	15	3	10	12
	351,045	25,053	Death	Hybrid	3	Anubis	4	15	15	18	10	10	13
	351,046	25,054	Death	Ice	3	Cryosleep	4	15	15	18	9	9	12
	351,047	25,055	Death	Immortality	3	Philosopher's Stone	3	9	12	14	8	11	13
	351,048	25,056	Death	Insect	3	Black Widow	4	20	20	23	1	1	4
	351,049	25,057	Death	Invention	3	Dr. Frankenstein	4	14	14	17	11	11	14
	351,05	25,058	Death	Knight	2	Undead Knight	3	10	13	15	7	10	12
	351,051	25,059	Death	Knowledge	2	Necromancer	3	8	11	13	6	9	11
	351,052	25,06	Death	Leader	3	Necromancer	3	8	11	13	6	9	11
	351,053	25,061	Death	Life	3	Undead	1	1	8	10	2	9	11
	351,054	25,062	Death	Love	3	Black Widow	4	20	20	23	1	1	4
	351,055	25,063	Death	Madness	3	Puzzle Master	4	16	16	19	6	6	9
	351,056	25,064	Death	Magic	2	Undead	1	1	8	10	2	9	11
	351,057	25,065	Death	Martial Arts	3	Spectre Ninja	4	14	14	17	10	10	13
	351,058	25,066	Death	Medieval	3	Black Death	4	16	16	19	6	6	9
	351,059	25,067	Death	Metal	1	Death Metal	1	7	14	16	0	7	9
	351,06	25,068	Death	Mind Control	3	Entropic Magic	4	15	15	18	8	8	11
	351,061	25,07	Death	Monkey	3	Monkey Planet	4	7	7	10	14	14	17
	351,062	25,071	Death	Monster	3	Wraith	4	17	17	20	3	3	6
	351,063	25,072	Death	Moon	3	Moonflare	4	16	16	19	9	9	12
	351,064	25,073	Death	Multiples	3	Many Faced Man	3	14	17	19	6	9	11
	351,065	25,074	Death	Music	3	Death Metal	1	7	14	16	0	7	9
	351,066	25,075	Death	Mutation	3	Mutant Destroyer	4	14	14	17	10	10	13
	351,067	25,076	Death	Myth	3	Hades	4	15	15	18	8	8	11
	351,068	25,077	Death	New Years	3	Father Time	3	8	11	13	7	10	12
	351,069	25,078	Death	Parasite	3	Wraith	4	17	17	20	3	3	6
	351,07	25,079	Death	Pirate	3	Barrage	3	16	19	21	4	7	9
	351,071	25,08	Death	Plant	3	Zombie Fungus	4	14	14	17	10	10	13
	351,072	25,081	Death	Pocket Pet	3	Bone Chin	4	14	14	17	11	11	14
	351,073	25,082	Death	Poison	1	Black Mamba	3	15	18	20	2	5	7
	351,074	25,083	Death	Portal	3	War Vortex	3	17	20	22	0	3	5
	351,075	25,084	Death	Precious Ring Lore	3	Wraith	4	17	17	20	3	3	6
	351,076	25,085	Death	Prehistoric	2	Meteor	2	15	20	22	0	5	7
	351,077	25,086	Death	Psychic	3	Shadow Prophet	3	13	16	18	3	6	8
	351,078	25,087	Death	Radiation	1	Radiation Sickness	3	12	15	17	7	10	12
	351,079	25,088	Death	Rainbow	1	Chomp Dude Spirits	3	15	18	20	5	8	10
	351,08	25,089	Death	Relic	3	Necrocomicon	4	17	17	20	7	7	10
	351,081	25,09	Death	Reptile	3	Basilisk	4	17	17	20	6	6	9
	351,082	25,092	Death	Rodent	3	Rat Reaper	4	15	15	18	9	9	12
	351,083	25,093	Death	Royal Game	3	Wight	3	8	11	13	8	11	13
	351,084	25,094	Death	Royalty	3	The Bone King	4	18	18	21	6	6	9
	351,085	25,095	Death	Sci-Fi	3	Death Ray	4	19	19	22	2	2	5
	351,086	25,096	Death	Science	3	Death Ray	4	19	19	22	2	2	5
	351,087	25,097	Death	Shrine	3	Sakura Spirits	4	9	9	12	12	12	15
	351,088	25,098	Death	Sidekick	3	Igor	4	13	13	16	10	10	13
	351,089	25,099	Death	Sleep	3	Nightmare Stalker	4	18	18	21	7	7	10
	351,09	25,1	Death	Snake	1	Medusa	2	7	12	14	4	9	11
	351,091	25,101	Death	Space	3	Black Hole	3	13	16	18	1	4	6
	351,092	25,102	Death	Speed	3	Wraith	4	17	17	20	3	3	6
	351,093	25,103	Death	Spirit	3	Soul Harvester	3	12	15	17	6	9	11
	351,094	25,104	Death	Sports	3	Masked Killer	4	16	16	19	6	6	9
	351,095	25,105	Death	Spy	3	Ghostly Recon	3	10	13	15	7	10	12
	351,096	25,106	Death	Strength	3	Undead Knight	3	10	13	15	7	10	12
	351,097	25,107	Death	Summertide	3	Persephone	4	13	13	16	11	11	14
	351,098	25,108	Death	Sun	1	Black Hole	3	13	16	18	1	4	6
	351,099	25,109	Death	Superhero	2	The Reaper	2	8	13	15	6	11	13
	351,1	25,11	Death	Sweets	3	Persephone	4	13	13	16	11	11	14
	351,101	25,111	Death	Sword	2	Scythe	2	11	16	18	0	5	7
	351,102	25,112	Death	The Chosen One	3	Zombie Hunter	4	13	13	16	11	11	14
	351,103	25,113	Death	Time	3	Cryosleep	4	15	15	18	9	9	12
	351,104	25,114	Death	Toy	3	Voodoo Doll	3	12	15	17	3	6	8
	351,105	25,115	Death	Tree	1	Mistletoe	3	10	13	15	6	9	11
	351,106	25,117	Death	Turkey Day	3	Turkey Zombie	4	16	16	19	8	8	11
	351,107	25,118	Death	Turtle	3	Parched Skeleton	3	13	16	18	5	8	10
	351,108	25,12	Death	Underground	3	Tombstone	3	8	11	13	10	13	15
	351,109	25,121	Death	Underwater	3	Fish Bone	4	13	13	16	9	9	12
	351,11	25,123	Death	Vehicle	3	Demonic Bike	4	17	17	20	6	6	9
	351,111	25,124	Death	Viking	3	Viking Funeral	3	0	3	5	19	22	24
	351,112	25,125	Death	Villain	3	Soul Harvester	3	12	15	17	6	9	11
	351,113	25,126	Death	Void	2	Summoning Circle	3	18	21	23	2	5	7
	351,114	25,127	Death	War	3	Ghost Army	4	17	17	20	6	6	9
	351,115	25,128	Death	Water	1	Poison	1	3	10	12	0	7	9
	351,116	25,13	Death	Wealth	3	Mummy	3	8	11	13	10	13	15
	351,117	25,131	Death	Weapon	3	Scythe	2	11	16	18	0	5	7
	351,118	25,132	Death	Werewolf	1	Silver Bullet	3	14	17	19	1	4	6
	351,119	25,133	Death	Jungle	3	Last Stand	4	5	5	8	19	19	22
	351,12	25,134	Death	Wind	3	Poison	1	3	10	12	0	7	9
	351,121	25,135	Death	Wings	1	Vulture	1	5	12	14	2	9	11
	351,122	25,136	Death	Wintertide	3	Christmas Spirits	4	16	16	19	8	8	11
	351,123	25,137	Death	Wizard	2	Necromancer	3	8	11	13	6	9	11
	351,124	25,138	Death	Wizarding School	3	Death's Gift	4	13	13	16	10	10	13
	362,024	26,027	Demon	Desert	3	Cactus Demon	4	13	13	16	10	10	13
	362,025	26,028	Demon	Destruction	3	Cthulhu	3	7	10	12	10	13	15
	362,026	26,029	Demon	Dog	3	Cerberus	4	11	11	14	9	9	12
	362,027	26,03	Demon	Dragon	1	Devil	3	10	13	15	7	10	12
	362,028	26,031	Demon	Earth	1	Gargoyle	2	5	10	12	8	13	15
	362,029	26,032	Demon	Elf	1	Goblin	3	9	12	14	5	8	10
	362,03	26,034	Demon	Extraterrestrial	3	Alien Beastie	4	18	18	21	3	3	6
	362,031	26,035	Demon	Fairy	1	Imp	2	7	12	14	4	9	11
	362,032	26,036	Demon	Fairy Tale	3	Rumpelstiltskin	4	11	11	14	11	11	14
	362,033	26,037	Demon	Fire	1	Devil	3	10	13	15	7	10	12
	362,034	26,038	Demon	Fish	3	Naga Queen	3	13	16	18	4	7	9
	362,035	26,039	Demon	Food	3	Sugar Demon	4	18	18	21	7	7	10
	362,036	26,04	Demon	Future Fight	3	Infernal Warlord	4	20	20	23	4	4	7
	362,037	26,041	Demon	Galaxy Wars	3	Dark Apprentice	4	12	12	15	11	11	14
	362,038	26,042	Demon	Giant	3	Colossal Demon	4	17	17	20	6	6	9
	362,039	26,043	Demon	Golem	1	Voidwalker	3	11	14	16	6	9	11
	362,04	26,044	Demon	Halloween	3	Devil	3	10	13	15	7	10	12
	362,041	26,046	Demon	Healing	3	Ravenica	3	13	16	18	6	9	11
	362,042	26,047	Demon	Holidays	3	Pinch	4	14	14	17	9	9	12
	362,043	26,048	Demon	Holy Water	1	Fire	1	2	9	11	0	7	9
	362,044	26,049	Demon	Hopefulness	3	Demonite	3	7	10	12	8	11	13
	362,045	26,05	Demon	Horn	3	Ravenica	3	13	16	18	6	9	11
	362,046	26,051	Demon	Horse	1	Headless Rider	2	7	12	14	5	10	12
	362,047	26,052	Demon	Human	2	Inner Demons	3	11	14	16	7	10	12
	362,048	26,053	Demon	Hybrid	3	Nephilim	4	18	18	21	5	5	8
	362,049	26,054	Demon	Ice	3	Ice Imp	3	13	16	18	5	8	10
	362,05	26,055	Demon	Immortality	3	Devil	3	10	13	15	7	10	12
	362,051	26,056	Demon	Insect	3	Mosquito	3	16	19	21	2	5	7
	362,052	26,057	Demon	Invention	3	Belphegor	4	14	14	17	8	8	11
	362,053	26,058	Demon	Knight	2	Demonite	3	7	10	12	8	11	13
	362,054	26,059	Demon	Knowledge	2	Devil	3	10	13	15	7	10	12
	362,055	26,06	Demon	Leader	3	Devil	3	10	13	15	7	10	12
	362,056	26,061	Demon	Life	3	Blood Imp	3	10	13	15	7	10	12
	362,057	26,062	Demon	Love	3	Green Eyed Monster	4	18	18	21	5	5	8
	362,058	26,063	Demon	Madness	3	Inner Demons	3	11	14	16	7	10	12
	362,059	26,065	Demon	Martial Arts	3	Dragonkin Ninja	4	14	14	17	9	9	12
	362,06	26,066	Demon	Medieval	3	Devil	3	10	13	15	7	10	12
	362,061	26,067	Demon	Metal	1	Robot Devil	3	11	14	16	7	10	12
	362,062	26,068	Demon	Mind Control	3	Posession	4	18	18	21	6	6	9
	362,063	26,069	Demon	Miniature	3	Conscience	3	13	16	18	7	10	12
	362,064	26,07	Demon	Monkey	3	Cymbal Monkey	4	15	15	18	7	7	10
	362,065	26,071	Demon	Monster	3	Colossal Demon	4	17	17	20	6	6	9
	362,066	26,072	Demon	Moon	3	Bogeyman	4	18	18	21	5	5	8
	362,067	26,073	Demon	Multiples	3	Commander of Sin	3	10	13	15	6	9	11
	362,068	26,074	Demon	Music	3	Siren	4	15	15	18	7	7	10
	362,069	26,075	Demon	Mutation	3	Teleporting Acrobat	4	17	17	20	7	7	10
	362,07	26,076	Demon	Myth	3	Cthulhu	3	7	10	12	10	13	15
	362,071	26,077	Demon	New Years	3	Red Letter Day	4	20	20	23	4	4	7
	362,072	26,078	Demon	Parasite	3	Soul Stealer	3	13	16	18	3	6	8
	362,073	26,079	Demon	Pirate	3	Demon Puncher	4	19	19	22	6	6	9
	362,074	26,08	Demon	Plant	3	Sinister Gourdling	4	14	14	17	10	10	13
	362,075	26,081	Demon	Pocket Pet	3	Specter	4	14	14	17	9	9	12
	362,076	26,082	Demon	Poison	1	Serpent Cultist	3	11	14	16	5	8	10
	362,077	26,083	Demon	Portal	3	Summoning Circle	3	18	21	23	2	5	7
	362,078	26,084	Demon	Precious Ring Lore	3	Fiery Shadow Demon	4	17	17	20	8	8	11
	362,079	26,085	Demon	Prehistoric	2	Cthulhu	3	7	10	12	10	13	15
	362,08	26,086	Demon	Psychic	3	Belphegor	4	14	14	17	8	8	11
	362,081	26,088	Demon	Rainbow	1	Clown	2	10	15	17	3	8	10
	362,082	26,089	Demon	Relic	3	Necrocomicon	4	17	17	20	7	7	10
	362,083	26,09	Demon	Reptile	3	Serpent Cultist	3	11	14	16	5	8	10
	362,084	26,091	Demon	Robot	3	Robot Devil	3	11	14	16	7	10	12
	362,085	26,092	Demon	Rodent	3	Zombie Chipmunk	4	12	12	15	10	10	13
	362,086	26,093	Demon	Royal Game	3	Blue Witch	3	11	14	16	7	10	12
	362,087	26,094	Demon	Royalty	3	Demon Queen	3	12	15	17	7	10	12
	362,088	26,095	Demon	Sci-Fi	3	Xenomorph	4	14	14	17	7	7	10
	362,089	26,096	Demon	Science	3	Robot Devil	3	11	14	16	7	10	12
	362,09	26,097	Demon	Shrine	3	Doom Temple	3	15	18	20	4	7	9
	362,091	26,098	Demon	Sidekick	3	Voidwalker	3	11	14	16	6	9	11
	362,092	26,099	Demon	Sleep	3	Demon Queen	3	12	15	17	7	10	12
	362,093	26,1	Demon	Snake	1	Devil	3	10	13	15	7	10	12
	362,094	26,101	Demon	Space	3	Xenomorph	4	14	14	17	7	7	10
	362,095	26,102	Demon	Speed	3	Speed Demon	4	18	18	21	6	6	9
	362,096	26,103	Demon	Spirit	3	Soul Stealer	3	13	16	18	3	6	8
	362,097	26,104	Demon	Sports	3	Speed Demon	4	18	18	21	6	6	9
	362,098	26,105	Demon	Spy	3	Summoning Circle	3	18	21	23	2	5	7
	362,099	26,106	Demon	Strength	3	Demonite	3	7	10	12	8	11	13
	362,1	26,107	Demon	Summertide	3	Going Overboard	4	18	18	21	5	5	8
	362,101	26,109	Demon	Superhero	2	Demonite	3	7	10	12	8	11	13
	362,102	26,11	Demon	Sweets	3	Sugar Demon	4	18	18	21	7	7	10
	362,103	26,111	Demon	Sword	2	Claymore of Doom	3	14	17	19	4	7	9
	362,104	26,112	Demon	The Chosen One	3	Vampire Assassin	4	17	17	20	8	8	11
	362,105	26,113	Demon	Time	3	Posession	4	18	18	21	6	6	9
	362,106	26,114	Demon	Toy	3	Doll	4	16	16	19	6	6	9
	362,107	26,116	Demon	Trident	1	Devil	3	10	13	15	7	10	12
	362,108	26,117	Demon	Turkey Day	3	Turkey Zombie	4	16	16	19	8	8	11
	362,109	26,118	Demon	Turtle	3	Kappa	4	14	14	17	11	11	14
	362,11	26,12	Demon	Underground	3	Devil	3	10	13	15	7	10	12
	362,111	26,121	Demon	Underwater	3	Cthulhu	3	7	10	12	10	13	15
	362,112	26,122	Demon	Vampire	1	Demon Queen	3	12	15	17	7	10	12
	362,113	26,123	Demon	Vehicle	3	Clown Car	4	17	17	20	8	8	11
	362,114	26,124	Demon	Viking	3	Dark Elf	4	14	14	17	10	10	13
	362,115	26,125	Demon	Villain	3	Devil	3	10	13	15	7	10	12
	362,116	26,126	Demon	Void	2	Void Fiend	2	10	15	17	5	10	12
	362,117	26,127	Demon	War	3	Commander of Sin	3	10	13	15	6	9	11
	362,118	26,128	Demon	Water	1	Ice Imp	3	13	16	18	5	8	10
	362,119	26,129	Demon	Water Serpent	1	Cthulhu	3	7	10	12	10	13	15
	362,12	26,13	Demon	Wealth	3	Greed	4	16	16	19	8	8	11
	362,121	26,131	Demon	Weapon	3	Precious Ring	3	15	18	20	2	5	7
	362,122	26,133	Demon	Jungle	3	Maneaters	4	19	19	22	5	5	8
	362,123	26,134	Demon	Wind	3	Harpy	4	13	13	16	9	9	12
	362,124	26,135	Demon	Wings	1	Devil	3	10	13	15	7	10	12
	362,125	26,136	Demon	Wintertide	3	Krampus	4	23	23	26	3	3	6
	362,126	26,137	Demon	Wizard	2	Warlock	3	9	12	14	7	10	12
	362,127	26,138	Demon	Wizarding School	3	Pixies	3	14	17	19	6	9	11
	362,128	26,139	Demon	Wolf	1	Nine Tails Ninja	3	6	9	11	12	15	17
	369,024	27,027	Desert	Desert	3	Sandstorm	4	15	15	18	6	6	9
	369,025	27,028	Desert	Destruction	3	Sandstorm	4	15	15	18	6	6	9
	369,026	27,029	Desert	Dog	3	Anubis	4	15	15	18	10	10	13
	369,027	27,03	Desert	Dragon	3	Amphisbaena	4	16	16	19	8	8	11
	369,028	27,031	Desert	Earth	3	Egyptian Tomb	3	15	18	20	2	5	7
	369,029	27,032	Desert	Elf	3	Jama	4	18	18	21	5	5	8
	369,03	27,033	Desert	Energy	3	Death Ray	4	19	19	22	2	2	5
	369,031	27,034	Desert	Extraterrestrial	3	Jama	4	18	18	21	5	5	8
	369,032	27,036	Desert	Fairy Tale	3	Genie	4	9	9	12	14	14	17
	369,033	27,037	Desert	Fire	3	Sun Burn	3	12	15	17	4	7	9
	369,034	27,039	Desert	Food	3	Oasis	3	0	3	5	19	22	24
	369,035	27,04	Desert	Future Fight	3	Satisfactory Outcome	4	3	3	6	18	18	21
	369,036	27,041	Desert	Galaxy Wars	3	Sand Raider	3	16	19	21	4	7	9
	369,037	27,042	Desert	Giant	3	Grabbers	1	3	10	12	4	11	13
	369,038	27,043	Desert	Golem	3	Sandman	4	8	8	11	13	13	16
	369,039	27,044	Desert	Halloween	3	Mummy	3	8	11	13	10	13	15
	369,04	27,046	Desert	Healing	3	Sekhmet	3	15	18	20	1	4	6
	369,041	27,047	Desert	Holidays	3	Yuletide In July	4	15	15	18	9	9	12
	369,042	27,048	Desert	Holy Water	3	Sekhmet	3	15	18	20	1	4	6
	369,043	27,049	Desert	Hopefulness	3	Vacations	4	16	16	19	5	5	8
	369,044	27,05	Desert	Horn	3	Cactus Demon	4	13	13	16	10	10	13
	369,045	27,051	Desert	Horse	3	Camel	3	8	11	13	7	10	12
	369,046	27,052	Desert	Human	3	Sand Warrior	4	17	17	20	7	7	10
	369,047	27,053	Desert	Hybrid	3	Cactus Demon	4	13	13	16	10	10	13
	369,048	27,054	Desert	Ice	3	Water	1	1	8	10	1	8	10
	369,049	27,055	Desert	Immortality	3	Anubis	4	15	15	18	10	10	13
	369,05	27,056	Desert	Insect	3	Scorpion Lord	4	13	13	16	12	12	15
	369,051	27,057	Desert	Invention	3	Dark Space Lord	4	16	16	19	9	9	12
	369,052	27,058	Desert	Knight	3	Sand Warrior	4	17	17	20	7	7	10
	369,053	27,059	Desert	Knowledge	3	Geomancer	3	11	14	16	5	8	10
	369,054	27,06	Desert	Leader	3	Scorpion Lord	4	13	13	16	12	12	15
	369,055	27,061	Desert	Life	3	Sandman	4	8	8	11	13	13	16
	369,056	27,062	Desert	Love	3	Oasis	3	0	3	5	19	22	24
	369,057	27,063	Desert	Madness	3	Desert Pirate	4	16	16	19	5	5	8
	369,058	27,064	Desert	Magic	3	Genie	4	9	9	12	14	14	17
	369,059	27,066	Desert	Medieval	3	Sand Warrior	4	17	17	20	7	7	10
	369,06	27,067	Desert	Metal	3	Jama	4	18	18	21	5	5	8
	369,061	27,068	Desert	Mind Control	3	Evil Vizier	3	12	15	17	4	7	9
	369,062	27,069	Desert	Miniature	3	Pygmy Jerboa	4	16	16	19	7	7	10
	369,063	27,071	Desert	Monster	3	Sandman	4	8	8	11	13	13	16
	369,064	27,073	Desert	Multiples	3	Amphisbaena	4	16	16	19	8	8	11
	369,065	27,074	Desert	Music	3	Rattlesnake	3	12	15	17	6	9	11
	369,066	27,075	Desert	Mutation	3	Sandman	4	8	8	11	13	13	16
	369,067	27,076	Desert	Myth	3	Amphisbaena	4	16	16	19	8	8	11
	369,068	27,079	Desert	Pirate	3	Desert Pirate	4	16	16	19	5	5	8
	369,069	27,08	Desert	Plant	3	Cactus Demon	4	13	13	16	10	10	13
	369,07	27,081	Desert	Pocket Pet	3	Desert Shrew	4	13	13	16	9	9	12
	369,071	27,082	Desert	Poison	3	Rattlesnake	3	12	15	17	6	9	11
	369,072	27,083	Desert	Portal	3	Oasis	3	0	3	5	19	22	24
	369,073	27,084	Desert	Precious Ring Lore	3	Sand Warrior	4	17	17	20	7	7	10
	369,074	27,085	Desert	Prehistoric	3	Fossil	4	12	12	15	9	9	12
	369,075	27,087	Desert	Radiation	3	Desert Pirate	4	16	16	19	5	5	8
	369,076	27,088	Desert	Rainbow	3	Oasis	3	0	3	5	19	22	24
	369,077	27,089	Desert	Relic	3	Jama	4	18	18	21	5	5	8
	369,078	27,09	Desert	Reptile	3	Rattlesnake	3	12	15	17	6	9	11
	369,079	27,091	Desert	Robot	3	Jama	4	18	18	21	5	5	8
	369,08	27,092	Desert	Rodent	3	Desert Shrew	4	13	13	16	9	9	12
	369,081	27,093	Desert	Royal Game	3	Poisonous Prince	4	20	20	23	3	3	6
	369,082	27,094	Desert	Royalty	3	Persian Royalty	4	13	13	16	8	8	11
	369,083	27,095	Desert	Sci-Fi	3	Grabbers	1	3	10	12	4	11	13
	369,084	27,097	Desert	Shrine	3	Egyptian Tomb	3	15	18	20	2	5	7
	369,085	27,098	Desert	Sidekick	3	Genie	4	9	9	12	14	14	17
	369,086	27,099	Desert	Sleep	3	Mister Sandman	4	6	6	9	16	16	19
	369,087	27,1	Desert	Snake	3	Rattlesnake	3	12	15	17	6	9	11
	369,088	27,101	Desert	Space	3	Sand Raider	3	16	19	21	4	7	9
	369,089	27,102	Desert	Speed	3	Magic Carpet	3	4	7	9	13	16	18
	369,09	27,103	Desert	Spirit	3	Genie	4	9	9	12	14	14	17
	369,091	27,104	Desert	Sports	3	Faster Furious Racer	3	10	13	15	6	9	11
	369,092	27,105	Desert	Spy	3	Secret Lair	4	0	0	3	22	22	25
	369,093	27,106	Desert	Strength	3	Sandman	4	8	8	11	13	13	16
	369,094	27,107	Desert	Summertide	3	Sandcastle Siege	3	2	5	7	15	18	20
	369,095	27,108	Desert	Sun	3	Sun Burn	3	12	15	17	4	7	9
	369,096	27,109	Desert	Superhero	3	Persian Royalty	4	13	13	16	8	8	11
	369,097	27,11	Desert	Sweets	3	Brain Freeze	4	20	20	23	5	5	8
	369,098	27,111	Desert	Sword	3	Sand Warrior	4	17	17	20	7	7	10
	369,099	27,112	Desert	The Chosen One	3	Dark Space Lord	4	16	16	19	9	9	12
	369,1	27,113	Desert	Time	3	Persian Royalty	4	13	13	16	8	8	11
	369,101	27,114	Desert	Toy	3	Squirt Gun	4	18	18	21	6	6	9
	369,102	27,115	Desert	Tree	3	Oasis	3	0	3	5	19	22	24
	369,103	27,116	Desert	Trident	3	Sand Raider	3	16	19	21	4	7	9
	369,104	27,117	Desert	Turkey Day	3	Fruit Cake	3	14	17	19	2	5	7
	369,105	27,118	Desert	Turtle	3	Parched Skeleton	3	13	16	18	5	8	10
	369,106	27,119	Desert	Undead	3	Mummy	3	8	11	13	10	13	15
	369,107	27,12	Desert	Underground	3	Egyptian Tomb	3	15	18	20	2	5	7
	369,108	27,121	Desert	Underwater	3	Cursed Garden	4	16	16	19	7	7	10
	369,109	27,122	Desert	Vampire	3	Sparkling Vampire	4	13	13	16	11	11	14
	369,11	27,123	Desert	Vehicle	3	Magic Carpet	3	4	7	9	13	16	18
	369,111	27,124	Desert	Viking	3	Valhallan Halls	4	3	3	6	19	19	22
	369,112	27,125	Desert	Villain	3	Evil Vizier	3	12	15	17	4	7	9
	369,113	27,126	Desert	Void	3	Quicksand	4	16	16	19	8	8	11
	369,114	27,127	Desert	War	3	Sekhmet	3	15	18	20	1	4	6
	369,115	27,128	Desert	Water	3	Oasis	3	0	3	5	19	22	24
	369,116	27,13	Desert	Wealth	3	Golden Scarab	3	8	11	13	8	11	13
	369,117	27,131	Desert	Weapon	3	Gunslinger	4	17	17	20	7	7	10
	369,118	27,132	Desert	Werewolf	3	Hungry Coyote	4	15	15	18	9	9	12
	369,119	27,133	Desert	Jungle	3	Oasis	3	0	3	5	19	22	24
	369,12	27,134	Desert	Wind	3	Sandstorm	4	15	15	18	6	6	9
	369,121	27,135	Desert	Wings	3	Amphisbaena	4	16	16	19	8	8	11
	369,122	27,137	Desert	Wizard	3	Evil Vizier	3	12	15	17	4	7	9
	369,123	27,139	Desert	Wolf	3	Hungry Coyote	4	15	15	18	9	9	12
	372,027	28,028	Destruction	Destruction	3	Armageddon	4	15	15	18	8	8	11
	372,028	28,03	Destruction	Dragon	3	Bahamut	4	7	7	10	14	14	17
	372,029	28,031	Destruction	Earth	3	Earthquake	1	8	15	17	0	7	9
	372,03	28,032	Destruction	Elf	3	Demonic Elf	4	18	18	21	6	6	9
	372,031	28,033	Destruction	Energy	3	Laser	4	18	18	21	2	2	5
	372,032	28,034	Destruction	Extraterrestrial	3	Cyborg Alien Mutant	3	10	13	15	5	8	10
	372,033	28,035	Destruction	Fairy	3	Chaos Sprite	3	12	15	17	5	8	10
	372,034	28,036	Destruction	Fairy Tale	3	Big Bad Wolf	4	16	16	19	9	9	12
	372,035	28,037	Destruction	Fire	3	Wildfire	1	7	14	16	0	7	9
	372,036	28,038	Destruction	Fish	3	Sharkstorm	4	14	14	17	9	9	12
	372,037	28,039	Destruction	Food	3	Fluff Puff	4	3	3	6	18	18	21
	372,038	28,04	Destruction	Future Fight	3	Satisfactory Outcome	4	3	3	6	18	18	21
	372,039	28,041	Destruction	Galaxy Wars	3	Death Ray	4	19	19	22	2	2	5
	372,04	28,042	Destruction	Giant	3	Titan of Destruction	4	14	14	17	11	11	14
	372,041	28,043	Destruction	Golem	3	Titan of Destruction	4	14	14	17	11	11	14
	372,042	28,044	Destruction	Halloween	3	Headless Rider	2	7	12	14	5	10	12
	372,043	28,045	Destruction	Hammer	3	Unstoppable Force	4	20	20	23	2	2	5
	372,044	28,046	Destruction	Healing	3	Philosopher's Stone	3	9	12	14	8	11	13
	372,045	28,047	Destruction	Holidays	3	Pinch	4	14	14	17	9	9	12
	372,046	28,048	Destruction	Holy Water	3	Armageddon	4	15	15	18	8	8	11
	372,047	28,049	Destruction	Hopefulness	3	Relentless Friend	4	8	8	11	16	16	19
	372,048	28,05	Destruction	Horn	3	Colossal Demon	4	17	17	20	6	6	9
	372,049	28,051	Destruction	Horse	3	Apocalypse Rider	4	18	18	21	6	6	9
	372,05	28,052	Destruction	Human	3	War God	3	9	12	14	9	12	14
	372,051	28,053	Destruction	Hybrid	3	Sharkstorm	4	14	14	17	9	9	12
	372,052	28,054	Destruction	Ice	3	Avalanche	3	16	19	21	4	7	9
	372,053	28,055	Destruction	Immortality	3	Bolo	3	12	15	17	8	11	13
	372,054	28,056	Destruction	Insect	3	Space Moth	4	14	14	17	11	11	14
	372,055	28,057	Destruction	Invention	3	Dragon Fire	4	20	20	23	3	3	6
	372,056	28,058	Destruction	Knight	3	Chaos Champion	3	13	16	18	6	9	11
	372,057	28,059	Destruction	Knowledge	3	Book Burner	3	12	15	17	3	6	8
	372,058	28,06	Destruction	Leader	3	World Eater	3	14	17	19	6	9	11
	372,059	28,061	Destruction	Life	3	Virus	4	19	19	22	2	2	5
	372,06	28,062	Destruction	Love	3	Green Eyed Monster	4	18	18	21	5	5	8
	372,061	28,063	Destruction	Madness	3	Mad Bomber	4	19	19	22	5	5	8
	372,062	28,064	Destruction	Magic	3	Crimson Witch	4	13	13	16	9	9	12
	372,063	28,066	Destruction	Medieval	3	Black Death	4	16	16	19	6	6	9
	372,064	28,067	Destruction	Metal	3	Unstoppable Force	4	20	20	23	2	2	5
